,time.sampled,elapsed.time,std.ref
Guaymas-P5-55cm-trt-chon-2-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-3-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-3-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-3-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-3-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-x-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-x-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-x-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-chon-x-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-1-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-1-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-1-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-1-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-2-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-2-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-2-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-2-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-3-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-3-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-3-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-3-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-x-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-x-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-x-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-55cm-trt-lam-x-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-1-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-1-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-1-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-1-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-2-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-2-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-2-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-2-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-3-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-3-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-3-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-3-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-x-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-x-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-x-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-chon-x-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-1-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-1-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-1-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-1-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-2-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-2-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-2-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-2-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-3-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-3-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-3-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-3-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-x-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-x-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-x-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-notrt-lam-x-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-1-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-1-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-1-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-1-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-2-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-2-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-2-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-2-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-3-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-3-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-3-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-3-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-x-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-x-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-x-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-chon-x-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-1-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-1-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-1-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-1-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-2-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-2-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-2-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-2-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-3-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-3-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-3-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-3-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-x-t0,7/3/15 15:45,0,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-x-t1,7/23/15 13:00,477.25,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-x-t2,8/5/15 11:30,787.75,stdbins-gpc1-110515
Guaymas-P5-5cm-trt-lam-x-t3,9/3/15 13:30,1485.75,stdbins-gpc1-110515
Guaymas-P8-55cm-notrt-chon-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-chon-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-notrt-lam-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-chon-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-55cm-trt-lam-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-chon-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-notrt-lam-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-chon-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-1-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-1-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-1-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-2-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-2-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-2-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-3-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-3-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-3-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-x-t0,10/6/15 17:00,0,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-x-t1,10/27/15 16:50,503.8333333,stdbins-gpc2-110315
Guaymas-P8-5cm-trt-lam-x-t2,11/17/15 16:40,1007.666667,stdbins-gpc2-110315
Med-N-365cm-notrt-chon-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-chon-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-notrt-lam-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-chon-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-chon-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-chon-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-chon-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-chon-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-chon-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-chon-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-chon-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-chon-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-chon-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-chon-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-chon-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-chon-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-chon-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-chon-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-chon-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-lam-1-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-lam-1-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-lam-1-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-lam-1-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-lam-2-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-lam-2-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-lam-2-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-lam-2-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-lam-3-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-lam-3-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-lam-3-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-lam-3-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-365cm-trt-lam-x-t0,9/25/14 18:35,0,stdbins-gpc3-052715
Med-N-365cm-trt-lam-x-t1,10/16/14 18:00,503.4166667,stdbins-gpc3-052715
Med-N-365cm-trt-lam-x-t2,11/6/14 14:10,1003.583333,stdbins-gpc3-052715
Med-N-365cm-trt-lam-x-t3,11/25/14 13:50,1459.25,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-chon-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-2-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-2-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-2-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-3-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-3-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-3-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-x-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-x-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-notrt-lam-x-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
Med-N-440cm-trt-chon-1-t0,7/8/14 16:30,0,stdbins-gpc3-052715
Med-N-440cm-trt-chon-1-t1,7/29/14 20:45,508.25,stdbins-gpc3-052715
Med-N-440cm-trt-chon-1-t2,8/20/14 15:25,1030.916667,stdbins-gpc3-052715
